Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Event Type,Event Time,Ride Distance,Booking Value,Payment Method,Driver Ratings,Customer Rating,Cancelled by,Cancellation Reason,Incomplete Rides,Incomplete Rides Reason
"""CNR9834201""",Incomplete,"""CID7891331""",Bike,Shastri Park,Botanical Garden,RIDE_INCOMPLETE,2024-04-05 19:09:19,1.98,,,,,,,1.0,Vehicle Breakdown
"""CNR4130953""",Incomplete,"""CID3196782""",Premier Sedan,Panipat,Tagore Garden,BOOKING_CREATED,2024-02-12 19:42:39,,,,,,,,,
"""CNR4130953""",Incomplete,"""CID3196782""",Premier Sedan,Panipat,Tagore Garden,DRIVER_ASSIGNED,2024-02-12 19:49:03,,,,,,,,,
"""CNR4130953""",Incomplete,"""CID3196782""",Premier Sedan,Panipat,Tagore Garden,RIDE_STARTED,2024-02-12 19:49:03,,,,,,,,,
"""CNR4130953""",Incomplete,"""CID3196782""",Premier Sedan,Panipat,Tagore Garden,RIDE_INCOMPLETE,2024-02-12 20:07:35,18.3,,,,,,,1.0,Other Issue
"""CNR4674790""",Incomplete,"""CID4795905""",Bike,Dilshad Garden,Nehru Place,BOOKING_CREATED,2024-09-30 13:10:50,,,,,,,,,
"""CNR4674790""",Incomplete,"""CID4795905""",Bike,Dilshad Garden,Nehru Place,DRIVER_ASSIGNED,2024-09-30 13:13:08,,,,,,,,,
"""CNR4674790""",Incomplete,"""CID4795905""",Bike,Dilshad Garden,Nehru Place,RIDE_STARTED,2024-09-30 13:13:08,,,,,,,,,
"""CNR4674790""",Incomplete,"""CID4795905""",Bike,Dilshad Garden,Nehru Place,RIDE_INCOMPLETE,2024-09-30 13:29:02,19.24,,,,,,,1.0,Vehicle Breakdown
"""CNR1572483""",Incomplete,"""CID6059557""",Go Mini,Rajiv Chowk,Central Secretariat,BOOKING_CREATED,2024-05-04 21:26:59,,,,,,,,,
"""CNR1572483""",Incomplete,"""CID6059557""",Go Mini,Rajiv Chowk,Central Secretariat,DRIVER_ASSIGNED,2024-05-04 21:36:53,,,,,,,,,
"""CNR1572483""",Incomplete,"""CID6059557""",Go Mini,Rajiv Chowk,Central Secretariat,RIDE_STARTED,2024-05-04 21:36:53,,,,,,,,,
"""CNR1572483""",Incomplete,"""CID6059557""",Go Mini,Rajiv Chowk,Central Secretariat,RIDE_INCOMPLETE,2024-05-04 21:46:37,1.82,,,,,,,1.0,Vehicle Breakdown
"""CNR3740694""",Incomplete,"""CID5885514""",Auto,Aya Nagar,Green Park,BOOKING_CREATED,2024-08-27 18:22:02,,,,,,,,,
"""CNR3740694""",Incomplete,"""CID5885514""",Auto,Aya Nagar,Green Park,DRIVER_ASSIGNED,2024-08-27 18:24:20,,,,,,,,,
"""CNR3740694""",Incomplete,"""CID5885514""",Auto,Aya Nagar,Green Park,RIDE_STARTED,2024-08-27 18:24:20,,,,,,,,,
"""CNR3740694""",Incomplete,"""CID5885514""",Auto,Aya Nagar,Green Park,RIDE_INCOMPLETE,2024-08-27 18:28:50,13.85,,,,,,,1.0,Vehicle Breakdown
"""CNR6796311""",Incomplete,"""CID1880505""",Go Mini,Ghitorni Village,Palam Vihar,BOOKING_CREATED,2024-02-23 11:38:09,,,,,,,,,
"""CNR6796311""",Incomplete,"""CID1880505""",Go Mini,Ghitorni Village,Palam Vihar,DRIVER_ASSIGNED,2024-02-23 11:44:03,,,,,,,,,
"""CNR6796311""",Incomplete,"""CID1880505""",Go Mini,Ghitorni Village,Palam Vihar,RIDE_STARTED,2024-02-23 11:44:03,,,,,,,,,
"""CNR6796311""",Incomplete,"""CID1880505""",Go Mini,Ghitorni Village,Palam Vihar,RIDE_INCOMPLETE,2024-02-23 11:57:03,2.81,,,,,,,1.0,Customer Demand
"""CNR6851549""",Incomplete,"""CID9560489""",Go Sedan,Satguru Ram Singh Marg,Punjabi Bagh,BOOKING_CREATED,2024-06-19 16:19:41,,,,,,,,,
"""CNR6851549""",Incomplete,"""CID9560489""",Go Sedan,Satguru Ram Singh Marg,Punjabi Bagh,DRIVER_ASSIGNED,2024-06-19 16:28:35,,,,,,,,,
"""CNR6851549""",Incomplete,"""CID9560489""",Go Sedan,Satguru Ram Singh Marg,Punjabi Bagh,RIDE_STARTED,2024-06-19 16:28:35,,,,,,,,,
"""CNR6851549""",Incomplete,"""CID9560489""",Go Sedan,Satguru Ram Singh Marg,Punjabi Bagh,RIDE_INCOMPLETE,2024-06-19 16:37:25,11.81,,,,,,,1.0,Customer Demand
"""CNR6453539""",Incomplete,"""CID6999817""",eBike,New Colony,Jasola,BOOKING_CREATED,2024-02-06 21:27:00,,,,,,,,,
"""CNR6453539""",Incomplete,"""CID6999817""",eBike,New Colony,Jasola,DRIVER_ASSIGNED,2024-02-06 21:32:42,,,,,,,,,
"""CNR6453539""",Incomplete,"""CID6999817""",eBike,New Colony,Jasola,RIDE_STARTED,2024-02-06 21:32:42,,,,,,,,,
"""CNR6453539""",Incomplete,"""CID6999817""",eBike,New Colony,Jasola,RIDE_INCOMPLETE,2024-02-06 21:37:57,14.91,,,,,,,1.0,Vehicle Breakdown
"""CNR9935095""",Incomplete,"""CID7359331""",Uber XL,Kherki Daula Toll,Nawada,BOOKING_CREATED,2024-06-24 18:46:34,,,,,,,,,
"""CNR9935095""",Incomplete,"""CID7359331""",Uber XL,Kherki Daula Toll,Nawada,DRIVER_ASSIGNED,2024-06-24 18:49:46,,,,,,,,,
"""CNR9935095""",Incomplete,"""CID7359331""",Uber XL,Kherki Daula Toll,Nawada,RIDE_STARTED,2024-06-24 18:49:46,,,,,,,,,
"""CNR9935095""",Incomplete,"""CID7359331""",Uber XL,Kherki Daula Toll,Nawada,RIDE_INCOMPLETE,2024-06-24 18:57:25,3.37,,,,,,,1.0,Other Issue
"""CNR3734278""",Incomplete,"""CID6462328""",Auto,Kashmere Gate ISBT,Laxmi Nagar,BOOKING_CREATED,2024-11-04 13:46:26,,,,,,,,,
"""CNR3734278""",Incomplete,"""CID6462328""",Auto,Kashmere Gate ISBT,Laxmi Nagar,DRIVER_ASSIGNED,2024-11-04 13:54:20,,,,,,,,,
"""CNR3734278""",Incomplete,"""CID6462328""",Auto,Kashmere Gate ISBT,Laxmi Nagar,RIDE_STARTED,2024-11-04 13:54:20,,,,,,,,,
"""CNR3734278""",Incomplete,"""CID6462328""",Auto,Kashmere Gate ISBT,Laxmi Nagar,RIDE_INCOMPLETE,2024-11-04 14:18:46,17.52,,,,,,,1.0,Other Issue
"""CNR3434703""",Incomplete,"""CID3333217""",Auto,Shahdara,Bhiwadi,BOOKING_CREATED,2024-02-20 18:51:34,,,,,,,,,
"""CNR3434703""",Incomplete,"""CID3333217""",Auto,Shahdara,Bhiwadi,DRIVER_ASSIGNED,2024-02-20 18:54:10,,,,,,,,,
"""CNR3434703""",Incomplete,"""CID3333217""",Auto,Shahdara,Bhiwadi,RIDE_STARTED,2024-02-20 18:54:10,,,,,,,,,
"""CNR3434703""",Incomplete,"""CID3333217""",Auto,Shahdara,Bhiwadi,RIDE_INCOMPLETE,2024-02-20 19:13:14,8.68,,,,,,,1.0,Vehicle Breakdown
"""CNR1706908""",Incomplete,"""CID1807270""",Go Mini,Pragati Maidan,Faridabad Sector 15,BOOKING_CREATED,2024-09-16 16:07:51,,,,,,,,,
"""CNR1706908""",Incomplete,"""CID1807270""",Go Mini,Pragati Maidan,Faridabad Sector 15,DRIVER_ASSIGNED,2024-09-16 16:10:09,,,,,,,,,
"""CNR1706908""",Incomplete,"""CID1807270""",Go Mini,Pragati Maidan,Faridabad Sector 15,RIDE_STARTED,2024-09-16 16:10:09,,,,,,,,,
"""CNR1706908""",Incomplete,"""CID1807270""",Go Mini,Pragati Maidan,Faridabad Sector 15,RIDE_INCOMPLETE,2024-09-16 16:21:17,16.09,,,,,,,1.0,Vehicle Breakdown
"""CNR1867567""",Incomplete,"""CID6010303""",Premier Sedan,Qutub Minar,Ghitorni,BOOKING_CREATED,2024-12-17 19:11:24,,,,,,,,,
"""CNR1867567""",Incomplete,"""CID6010303""",Premier Sedan,Qutub Minar,Ghitorni,DRIVER_ASSIGNED,2024-12-17 19:18:36,,,,,,,,,
"""CNR1867567""",Incomplete,"""CID6010303""",Premier Sedan,Qutub Minar,Ghitorni,RIDE_STARTED,2024-12-17 19:18:36,,,,,,,,,
"""CNR1867567""",Incomplete,"""CID6010303""",Premier Sedan,Qutub Minar,Ghitorni,RIDE_INCOMPLETE,2024-12-17 19:21:49,6.57,,,,,,,1.0,Customer Demand
"""CNR7585582""",Incomplete,"""CID1607386""",Auto,Ghitorni,Noida Film City,BOOKING_CREATED,2024-03-14 23:23:23,,,,,,,,,
"""CNR7585582""",Incomplete,"""CID1607386""",Auto,Ghitorni,Noida Film City,DRIVER_ASSIGNED,2024-03-14 23:25:23,,,,,,,,,
"""CNR7585582""",Incomplete,"""CID1607386""",Auto,Ghitorni,Noida Film City,RIDE_STARTED,2024-03-14 23:25:23,,,,,,,,,
"""CNR7585582""",Incomplete,"""CID1607386""",Auto,Ghitorni,Noida Film City,RIDE_INCOMPLETE,2024-03-14 23:48:41,19.06,,,,,,,1.0,Customer Demand
"""CNR5534901""",Incomplete,"""CID9231793""",eBike,Akshardham,Keshav Puram,BOOKING_CREATED,2024-09-26 12:23:13,,,,,,,,,
"""CNR5534901""",Incomplete,"""CID9231793""",eBike,Akshardham,Keshav Puram,DRIVER_ASSIGNED,2024-09-26 12:27:37,,,,,,,,,
"""CNR5534901""",Incomplete,"""CID9231793""",eBike,Akshardham,Keshav Puram,RIDE_STARTED,2024-09-26 12:27:37,,,,,,,,,
"""CNR5534901""",Incomplete,"""CID9231793""",eBike,Akshardham,Keshav Puram,RIDE_INCOMPLETE,2024-09-26 12:30:51,14.0,,,,,,,1.0,Vehicle Breakdown
"""CNR7250271""",Incomplete,"""CID9448818""",Go Sedan,Udyog Vihar Phase 4,Anand Vihar ISBT,BOOKING_CREATED,2024-01-23 10:28:09,,,,,,,,,
"""CNR7250271""",Incomplete,"""CID9448818""",Go Sedan,Udyog Vihar Phase 4,Anand Vihar ISBT,DRIVER_ASSIGNED,2024-01-23 10:32:33,,,,,,,,,
"""CNR7250271""",Incomplete,"""CID9448818""",Go Sedan,Udyog Vihar Phase 4,Anand Vihar ISBT,RIDE_STARTED,2024-01-23 10:32:33,,,,,,,,,
"""CNR7250271""",Incomplete,"""CID9448818""",Go Sedan,Udyog Vihar Phase 4,Anand Vihar ISBT,RIDE_INCOMPLETE,2024-01-23 10:51:27,14.49,,,,,,,1.0,Vehicle Breakdown
"""CNR1155206""",Incomplete,"""CID3865002""",Uber XL,IMT Manesar,Lok Kalyan Marg,BOOKING_CREATED,2024-03-03 13:48:25,,,,,,,,,
"""CNR1155206""",Incomplete,"""CID3865002""",Uber XL,IMT Manesar,Lok Kalyan Marg,DRIVER_ASSIGNED,2024-03-03 13:52:31,,,,,,,,,
"""CNR1155206""",Incomplete,"""CID3865002""",Uber XL,IMT Manesar,Lok Kalyan Marg,RIDE_STARTED,2024-03-03 13:52:31,,,,,,,,,
"""CNR1155206""",Incomplete,"""CID3865002""",Uber XL,IMT Manesar,Lok Kalyan Marg,RIDE_INCOMPLETE,2024-03-03 14:17:10,14.46,,,,,,,1.0,Other Issue
"""CNR2775291""",Incomplete,"""CID9116623""",Premier Sedan,Jahangirpuri,Indirapuram,BOOKING_CREATED,2024-08-17 18:35:05,,,,,,,,,
"""CNR2775291""",Incomplete,"""CID9116623""",Premier Sedan,Jahangirpuri,Indirapuram,DRIVER_ASSIGNED,2024-08-17 18:37:59,,,,,,,,,
"""CNR2775291""",Incomplete,"""CID9116623""",Premier Sedan,Jahangirpuri,Indirapuram,RIDE_STARTED,2024-08-17 18:37:59,,,,,,,,,
"""CNR2775291""",Incomplete,"""CID9116623""",Premier Sedan,Jahangirpuri,Indirapuram,RIDE_INCOMPLETE,2024-08-17 18:42:08,14.65,,,,,,,1.0,Other Issue
"""CNR2438435""",Incomplete,"""CID7928240""",eBike,Central Secretariat,Sikanderpur,BOOKING_CREATED,2024-02-26 14:46:21,,,,,,,,,
"""CNR2438435""",Incomplete,"""CID7928240""",eBike,Central Secretariat,Sikanderpur,DRIVER_ASSIGNED,2024-02-26 14:49:27,,,,,,,,,
"""CNR2438435""",Incomplete,"""CID7928240""",eBike,Central Secretariat,Sikanderpur,RIDE_STARTED,2024-02-26 14:49:27,,,,,,,,,
"""CNR2438435""",Incomplete,"""CID7928240""",eBike,Central Secretariat,Sikanderpur,RIDE_INCOMPLETE,2024-02-26 14:52:18,16.61,,,,,,,1.0,Other Issue
"""CNR6577172""",Incomplete,"""CID5963264""",Premier Sedan,Preet Vihar,Mehrauli,BOOKING_CREATED,2024-12-06 16:09:31,,,,,,,,,
"""CNR6577172""",Incomplete,"""CID5963264""",Premier Sedan,Preet Vihar,Mehrauli,DRIVER_ASSIGNED,2024-12-06 16:13:07,,,,,,,,,
"""CNR6577172""",Incomplete,"""CID5963264""",Premier Sedan,Preet Vihar,Mehrauli,RIDE_STARTED,2024-12-06 16:13:07,,,,,,,,,
"""CNR6577172""",Incomplete,"""CID5963264""",Premier Sedan,Preet Vihar,Mehrauli,RIDE_INCOMPLETE,2024-12-06 16:30:16,3.74,,,,,,,1.0,Other Issue
"""CNR9897424""",Incomplete,"""CID8433669""",Bike,Saket,Noida Extension,BOOKING_CREATED,2024-12-25 11:03:11,,,,,,,,,
"""CNR9897424""",Incomplete,"""CID8433669""",Bike,Saket,Noida Extension,DRIVER_ASSIGNED,2024-12-25 11:11:59,,,,,,,,,
"""CNR9897424""",Incomplete,"""CID8433669""",Bike,Saket,Noida Extension,RIDE_STARTED,2024-12-25 11:11:59,,,,,,,,,
"""CNR9897424""",Incomplete,"""CID8433669""",Bike,Saket,Noida Extension,RIDE_INCOMPLETE,2024-12-25 11:22:46,14.61,,,,,,,1.0,Customer Demand
"""CNR2392283""",Incomplete,"""CID7179926""",Go Mini,MG Road,Old Gurgaon,BOOKING_CREATED,2024-07-30 21:13:50,,,,,,,,,
"""CNR2392283""",Incomplete,"""CID7179926""",Go Mini,MG Road,Old Gurgaon,DRIVER_ASSIGNED,2024-07-30 21:21:56,,,,,,,,,
"""CNR2392283""",Incomplete,"""CID7179926""",Go Mini,MG Road,Old Gurgaon,RIDE_STARTED,2024-07-30 21:21:56,,,,,,,,,
"""CNR2392283""",Incomplete,"""CID7179926""",Go Mini,MG Road,Old Gurgaon,RIDE_INCOMPLETE,2024-07-30 21:41:22,12.63,,,,,,,1.0,Other Issue
"""CNR7943612""",Incomplete,"""CID7051878""",Bike,Gurgaon Sector 56,Samaypur Badli,BOOKING_CREATED,2024-12-01 16:49:53,,,,,,,,,
"""CNR7943612""",Incomplete,"""CID7051878""",Bike,Gurgaon Sector 56,Samaypur Badli,DRIVER_ASSIGNED,2024-12-01 16:52:23,,,,,,,,,
"""CNR7943612""",Incomplete,"""CID7051878""",Bike,Gurgaon Sector 56,Samaypur Badli,RIDE_STARTED,2024-12-01 16:52:23,,,,,,,,,
"""CNR7943612""",Incomplete,"""CID7051878""",Bike,Gurgaon Sector 56,Samaypur Badli,RIDE_INCOMPLETE,2024-12-01 17:11:01,14.78,,,,,,,1.0,Vehicle Breakdown
"""CNR6421218""",Incomplete,"""CID2328704""",Go Mini,Nawada,Shastri Park,BOOKING_CREATED,2024-12-26 07:10:12,,,,,,,,,
"""CNR6421218""",Incomplete,"""CID2328704""",Go Mini,Nawada,Shastri Park,DRIVER_ASSIGNED,2024-12-26 07:16:48,,,,,,,,,
"""CNR6421218""",Incomplete,"""CID2328704""",Go Mini,Nawada,Shastri Park,RIDE_STARTED,2024-12-26 07:16:48,,,,,,,,,
"""CNR6421218""",Incomplete,"""CID2328704""",Go Mini,Nawada,Shastri Park,RIDE_INCOMPLETE,2024-12-26 07:30:05,7.41,,,,,,,1.0,Customer Demand
"""CNR8491180""",Incomplete,"""CID4510240""",Auto,Noida Sector 62,Uttam Nagar,BOOKING_CREATED,2024-10-02 09:12:38,,,,,,,,,
"""CNR8491180""",Incomplete,"""CID4510240""",Auto,Noida Sector 62,Uttam Nagar,DRIVER_ASSIGNED,2024-10-02 09:17:56,,,,,,,,,
"""CNR8491180""",Incomplete,"""CID4510240""",Auto,Noida Sector 62,Uttam Nagar,RIDE_STARTED,2024-10-02 09:17:56,,,,,,,,,
"""CNR8491180""",Incomplete,"""CID4510240""",Auto,Noida Sector 62,Uttam Nagar,RIDE_INCOMPLETE,2024-10-02 09:40:02,7.87,,,,,,,1.0,Customer Demand
"""CNR9380391""",Incomplete,"""CID2765374""",Go Sedan,DLF Phase 3,Janakpuri,BOOKING_CREATED,2024-02-26 08:18:20,,,,,,,,,
"""CNR9380391""",Incomplete,"""CID2765374""",Go Sedan,DLF Phase 3,Janakpuri,DRIVER_ASSIGNED,2024-02-26 08:26:20,,,,,,,,,
"""CNR9380391""",Incomplete,"""CID2765374""",Go Sedan,DLF Phase 3,Janakpuri,RIDE_STARTED,2024-02-26 08:26:20,,,,,,,,,
"""CNR9380391""",Incomplete,"""CID2765374""",Go Sedan,DLF Phase 3,Janakpuri,RIDE_INCOMPLETE,2024-02-26 08:40:25,9.59,,,,,,,1.0,Other Issue
"""CNR4763532""",Incomplete,"""CID3554977""",Bike,Green Park,Okhla,BOOKING_CREATED,2024-12-27 18:08:03,,,,,,,,,
"""CNR4763532""",Incomplete,"""CID3554977""",Bike,Green Park,Okhla,DRIVER_ASSIGNED,2024-12-27 18:11:33,,,,,,,,,
"""CNR4763532""",Incomplete,"""CID3554977""",Bike,Green Park,Okhla,RIDE_STARTED,2024-12-27 18:11:33,,,,,,,,,
"""CNR4763532""",Incomplete,"""CID3554977""",Bike,Green Park,Okhla,RIDE_INCOMPLETE,2024-12-27 18:35:46,7.21,,,,,,,1.0,Vehicle Breakdown
"""CNR7015962""",Incomplete,"""CID3453799""",Auto,Anand Vihar ISBT,Huda City Centre,BOOKING_CREATED,2024-05-26 18:19:30,,,,,,,,,
"""CNR7015962""",Incomplete,"""CID3453799""",Auto,Anand Vihar ISBT,Huda City Centre,DRIVER_ASSIGNED,2024-05-26 18:26:48,,,,,,,,,
"""CNR7015962""",Incomplete,"""CID3453799""",Auto,Anand Vihar ISBT,Huda City Centre,RIDE_STARTED,2024-05-26 18:26:48,,,,,,,,,
"""CNR7015962""",Incomplete,"""CID3453799""",Auto,Anand Vihar ISBT,Huda City Centre,RIDE_INCOMPLETE,2024-05-26 18:29:41,13.04,,,,,,,1.0,Customer Demand
"""CNR5654141""",Incomplete,"""CID9881226""",Premier Sedan,Indraprastha,Jor Bagh,BOOKING_CREATED,2024-08-20 16:44:33,,,,,,,,,
"""CNR5654141""",Incomplete,"""CID9881226""",Premier Sedan,Indraprastha,Jor Bagh,DRIVER_ASSIGNED,2024-08-20 16:51:51,,,,,,,,,
"""CNR5654141""",Incomplete,"""CID9881226""",Premier Sedan,Indraprastha,Jor Bagh,RIDE_STARTED,2024-08-20 16:51:51,,,,,,,,,
"""CNR5654141""",Incomplete,"""CID9881226""",Premier Sedan,Indraprastha,Jor Bagh,RIDE_INCOMPLETE,2024-08-20 16:55:20,18.89,,,,,,,1.0,Customer Demand
"""CNR4859116""",Incomplete,"""CID7339139""",Bike,IIT Delhi,Vatika Chowk,BOOKING_CREATED,2024-07-08 10:30:09,,,,,,,,,
"""CNR4859116""",Incomplete,"""CID7339139""",Bike,IIT Delhi,Vatika Chowk,DRIVER_ASSIGNED,2024-07-08 10:36:27,,,,,,,,,
"""CNR4859116""",Incomplete,"""CID7339139""",Bike,IIT Delhi,Vatika Chowk,RIDE_STARTED,2024-07-08 10:36:27,,,,,,,,,
"""CNR4859116""",Incomplete,"""CID7339139""",Bike,IIT Delhi,Vatika Chowk,RIDE_INCOMPLETE,2024-07-08 10:48:14,8.4,,,,,,,1.0,Customer Demand
"""CNR1557346""",Incomplete,"""CID3922737""",Auto,Indraprastha,Gurgaon Sector 56,BOOKING_CREATED,2024-08-08 21:15:02,,,,,,,,,
"""CNR1557346""",Incomplete,"""CID3922737""",Auto,Indraprastha,Gurgaon Sector 56,DRIVER_ASSIGNED,2024-08-08 21:23:56,,,,,,,,,
"""CNR1557346""",Incomplete,"""CID3922737""",Auto,Indraprastha,Gurgaon Sector 56,RIDE_STARTED,2024-08-08 21:23:56,,,,,,,,,
"""CNR1557346""",Incomplete,"""CID3922737""",Auto,Indraprastha,Gurgaon Sector 56,RIDE_INCOMPLETE,2024-08-08 21:37:47,4.6,,,,,,,1.0,Other Issue
"""CNR4201157""",Incomplete,"""CID9760707""",Auto,Kaushambi,Pitampura,BOOKING_CREATED,2024-03-08 21:05:15,,,,,,,,,
"""CNR4201157""",Incomplete,"""CID9760707""",Auto,Kaushambi,Pitampura,DRIVER_ASSIGNED,2024-03-08 21:08:51,,,,,,,,,
"""CNR4201157""",Incomplete,"""CID9760707""",Auto,Kaushambi,Pitampura,RIDE_STARTED,2024-03-08 21:08:51,,,,,,,,,
"""CNR4201157""",Incomplete,"""CID9760707""",Auto,Kaushambi,Pitampura,RIDE_INCOMPLETE,2024-03-08 21:29:19,5.11,,,,,,,1.0,Vehicle Breakdown
"""CNR2790295""",Incomplete,"""CID1412150""",Auto,Bhikaji Cama Place,RK Puram,BOOKING_CREATED,2024-11-10 17:33:35,,,,,,,,,
"""CNR2790295""",Incomplete,"""CID1412150""",Auto,Bhikaji Cama Place,RK Puram,DRIVER_ASSIGNED,2024-11-10 17:38:11,,,,,,,,,
"""CNR2790295""",Incomplete,"""CID1412150""",Auto,Bhikaji Cama Place,RK Puram,RIDE_STARTED,2024-11-10 17:38:11,,,,,,,,,
"""CNR2790295""",Incomplete,"""CID1412150""",Auto,Bhikaji Cama Place,RK Puram,RIDE_INCOMPLETE,2024-11-10 17:51:43,1.67,,,,,,,1.0,Vehicle Breakdown
"""CNR2445755""",Incomplete,"""CID9195579""",Auto,Manesar,AIIMS,BOOKING_CREATED,2024-02-11 21:11:22,,,,,,,,,
"""CNR2445755""",Incomplete,"""CID9195579""",Auto,Manesar,AIIMS,DRIVER_ASSIGNED,2024-02-11 21:21:22,,,,,,,,,
"""CNR2445755""",Incomplete,"""CID9195579""",Auto,Manesar,AIIMS,RIDE_STARTED,2024-02-11 21:21:22,,,,,,,,,
"""CNR2445755""",Incomplete,"""CID9195579""",Auto,Manesar,AIIMS,RIDE_INCOMPLETE,2024-02-11 21:29:35,6.09,,,,,,,1.0,Customer Demand
"""CNR1203467""",Incomplete,"""CID6344325""",Auto,Subhash Nagar,Greater Noida,BOOKING_CREATED,2024-03-31 21:13:34,,,,,,,,,
"""CNR1203467""",Incomplete,"""CID6344325""",Auto,Subhash Nagar,Greater Noida,DRIVER_ASSIGNED,2024-03-31 21:16:46,,,,,,,,,
"""CNR1203467""",Incomplete,"""CID6344325""",Auto,Subhash Nagar,Greater Noida,RIDE_STARTED,2024-03-31 21:16:46,,,,,,,,,
"""CNR1203467""",Incomplete,"""CID6344325""",Auto,Subhash Nagar,Greater Noida,RIDE_INCOMPLETE,2024-03-31 21:29:33,5.41,,,,,,,1.0,Vehicle Breakdown
"""CNR3139965""",Incomplete,"""CID4038754""",Bike,Dwarka Sector 21,Akshardham,BOOKING_CREATED,2024-09-30 10:53:55,,,,,,,,,
"""CNR3139965""",Incomplete,"""CID4038754""",Bike,Dwarka Sector 21,Akshardham,DRIVER_ASSIGNED,2024-09-30 10:59:25,,,,,,,,,
"""CNR3139965""",Incomplete,"""CID4038754""",Bike,Dwarka Sector 21,Akshardham,RIDE_STARTED,2024-09-30 10:59:25,,,,,,,,,
"""CNR3139965""",Incomplete,"""CID4038754""",Bike,Dwarka Sector 21,Akshardham,RIDE_INCOMPLETE,2024-09-30 11:16:30,9.56,,,,,,,1.0,Customer Demand
"""CNR8436777""",Incomplete,"""CID7175114""",Go Mini,Jor Bagh,Shastri Nagar,BOOKING_CREATED,2024-08-18 22:06:38,,,,,,,,,
"""CNR8436777""",Incomplete,"""CID7175114""",Go Mini,Jor Bagh,Shastri Nagar,DRIVER_ASSIGNED,2024-08-18 22:11:44,,,,,,,,,
"""CNR8436777""",Incomplete,"""CID7175114""",Go Mini,Jor Bagh,Shastri Nagar,RIDE_STARTED,2024-08-18 22:11:44,,,,,,,,,
"""CNR8436777""",Incomplete,"""CID7175114""",Go Mini,Jor Bagh,Shastri Nagar,RIDE_INCOMPLETE,2024-08-18 22:19:15,5.57,,,,,,,1.0,Other Issue
"""CNR3219966""",Incomplete,"""CID1752407""",Go Mini,Keshav Puram,Kashmere Gate,BOOKING_CREATED,2024-03-24 08:03:46,,,,,,,,,
"""CNR3219966""",Incomplete,"""CID1752407""",Go Mini,Keshav Puram,Kashmere Gate,DRIVER_ASSIGNED,2024-03-24 08:11:46,,,,,,,,,
"""CNR3219966""",Incomplete,"""CID1752407""",Go Mini,Keshav Puram,Kashmere Gate,RIDE_STARTED,2024-03-24 08:11:46,,,,,,,,,
"""CNR3219966""",Incomplete,"""CID1752407""",Go Mini,Keshav Puram,Kashmere Gate,RIDE_INCOMPLETE,2024-03-24 08:32:41,7.6,,,,,,,1.0,Other Issue
"""CNR1840812""",Incomplete,"""CID2497733""",Go Mini,Khandsa,Shahdara,BOOKING_CREATED,2024-10-23 05:48:39,,,,,,,,,
"""CNR1840812""",Incomplete,"""CID2497733""",Go Mini,Khandsa,Shahdara,DRIVER_ASSIGNED,2024-10-23 05:57:51,,,,,,,,,
"""CNR1840812""",Incomplete,"""CID2497733""",Go Mini,Khandsa,Shahdara,RIDE_STARTED,2024-10-23 05:57:51,,,,,,,,,
