Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Event Type,Event Time,Ride Distance,Booking Value,Payment Method,Driver Ratings,Customer Rating,Cancelled by,Cancellation Reason,Incomplete Rides,Incomplete Rides Reason
"""CNR6129081""",Cancelled by Customer,"""CID2998238""",Bike,Shastri Nagar,Shivaji Park,RIDE_CANCELLED_BY_CUSTOMER,2024-01-26 18:29:30,,,,,,Customer,Wrong Address,,
"""CNR1224347""",Cancelled by Customer,"""CID5493342""",Go Sedan,Patel Chowk,Nirman Vihar,BOOKING_CREATED,2024-08-08 21:13:51,,,,,,,,,
"""CNR1224347""",Cancelled by Customer,"""CID5493342""",Go Sedan,Patel Chowk,Nirman Vihar,DRIVER_ASSIGNED,2024-08-08 21:27:15,,,,,,,,,
"""CNR1224347""",Cancelled by Customer,"""CID5493342""",Go Sedan,Patel Chowk,Nirman Vihar,RIDE_CANCELLED_BY_CUSTOMER,2024-08-08 21:34:43,,,,,,Customer,Driver asked to cancel,,
"""CNR7658099""",Cancelled by Customer,"""CID8951576""",eBike,Azadpur,Raj Nagar Extension,BOOKING_CREATED,2024-03-11 22:20:11,,,,,,,,,
"""CNR7658099""",Cancelled by Customer,"""CID8951576""",eBike,Azadpur,Raj Nagar Extension,DRIVER_ASSIGNED,2024-03-11 22:39:17,,,,,,,,,
"""CNR7658099""",Cancelled by Customer,"""CID8951576""",eBike,Azadpur,Raj Nagar Extension,RIDE_CANCELLED_BY_CUSTOMER,2024-03-11 22:41:45,,,,,,Customer,Change of plans,,
"""CNR2607733""",Cancelled by Customer,"""CID5637874""",Bike,Dwarka Sector 21,Malviya Nagar,BOOKING_CREATED,2024-08-10 18:36:43,,,,,,,,,
"""CNR2607733""",Cancelled by Customer,"""CID5637874""",Bike,Dwarka Sector 21,Malviya Nagar,DRIVER_ASSIGNED,2024-08-10 18:55:13,,,,,,,,,
"""CNR2607733""",Cancelled by Customer,"""CID5637874""",Bike,Dwarka Sector 21,Malviya Nagar,RIDE_CANCELLED_BY_CUSTOMER,2024-08-10 18:56:44,,,,,,Customer,Change of plans,,
"""CNR6693847""",Cancelled by Customer,"""CID6386344""",Bike,Noida Film City,Keshav Puram,BOOKING_CREATED,2024-05-06 19:24:18,,,,,,,,,
"""CNR6693847""",Cancelled by Customer,"""CID6386344""",Bike,Noida Film City,Keshav Puram,DRIVER_ASSIGNED,2024-05-06 19:40:24,,,,,,,,,
"""CNR6693847""",Cancelled by Customer,"""CID6386344""",Bike,Noida Film City,Keshav Puram,RIDE_CANCELLED_BY_CUSTOMER,2024-05-06 19:54:43,,,,,,Customer,Driver asked to cancel,,
"""CNR9619867""",Cancelled by Customer,"""CID9032039""",Go Sedan,Civil Lines Gurgaon,Moti Nagar,BOOKING_CREATED,2024-03-04 21:24:16,,,,,,,,,
"""CNR9619867""",Cancelled by Customer,"""CID9032039""",Go Sedan,Civil Lines Gurgaon,Moti Nagar,DRIVER_ASSIGNED,2024-03-04 21:34:28,,,,,,,,,
"""CNR9619867""",Cancelled by Customer,"""CID9032039""",Go Sedan,Civil Lines Gurgaon,Moti Nagar,RIDE_CANCELLED_BY_CUSTOMER,2024-03-04 21:40:37,,,,,,Customer,Driver is not moving towards pickup location,,
"""CNR2693001""",Cancelled by Customer,"""CID1889689""",Bike,Rohini West,Peeragarhi,BOOKING_CREATED,2024-07-08 18:18:13,,,,,,,,,
"""CNR2693001""",Cancelled by Customer,"""CID1889689""",Bike,Rohini West,Peeragarhi,DRIVER_ASSIGNED,2024-07-08 18:29:25,,,,,,,,,
"""CNR2693001""",Cancelled by Customer,"""CID1889689""",Bike,Rohini West,Peeragarhi,RIDE_CANCELLED_BY_CUSTOMER,2024-07-08 18:34:00,,,,,,Customer,Wrong Address,,
"""CNR2969701""",Cancelled by Customer,"""CID1401223""",Auto,Delhi Gate,Chandni Chowk,BOOKING_CREATED,2024-06-14 11:41:45,,,,,,,,,
"""CNR2969701""",Cancelled by Customer,"""CID1401223""",Auto,Delhi Gate,Chandni Chowk,DRIVER_ASSIGNED,2024-06-14 11:58:39,,,,,,,,,
"""CNR2969701""",Cancelled by Customer,"""CID1401223""",Auto,Delhi Gate,Chandni Chowk,RIDE_CANCELLED_BY_CUSTOMER,2024-06-14 12:09:56,,,,,,Customer,Change of plans,,
"""CNR1343265""",Cancelled by Customer,"""CID2749175""",Go Sedan,RK Puram,Panipat,BOOKING_CREATED,2024-06-28 23:11:32,,,,,,,,,
"""CNR1343265""",Cancelled by Customer,"""CID2749175""",Go Sedan,RK Puram,Panipat,DRIVER_ASSIGNED,2024-06-28 23:23:26,,,,,,,,,
"""CNR1343265""",Cancelled by Customer,"""CID2749175""",Go Sedan,RK Puram,Panipat,RIDE_CANCELLED_BY_CUSTOMER,2024-06-28 23:33:00,,,,,,Customer,Driver asked to cancel,,
"""CNR5137585""",Cancelled by Customer,"""CID3906781""",Go Sedan,Badarpur,Vaishali,BOOKING_CREATED,2024-09-06 16:16:28,,,,,,,,,
"""CNR5137585""",Cancelled by Customer,"""CID3906781""",Go Sedan,Badarpur,Vaishali,DRIVER_ASSIGNED,2024-09-06 16:24:04,,,,,,,,,
"""CNR5137585""",Cancelled by Customer,"""CID3906781""",Go Sedan,Badarpur,Vaishali,RIDE_CANCELLED_BY_CUSTOMER,2024-09-06 16:30:38,,,,,,Customer,AC is not working,,
"""CNR8035160""",Cancelled by Customer,"""CID5283020""",Auto,Connaught Place,Uttam Nagar,BOOKING_CREATED,2024-08-30 19:00:23,,,,,,,,,
"""CNR8035160""",Cancelled by Customer,"""CID5283020""",Auto,Connaught Place,Uttam Nagar,DRIVER_ASSIGNED,2024-08-30 19:12:59,,,,,,,,,
"""CNR8035160""",Cancelled by Customer,"""CID5283020""",Auto,Connaught Place,Uttam Nagar,RIDE_CANCELLED_BY_CUSTOMER,2024-08-30 19:25:19,,,,,,Customer,Driver asked to cancel,,
"""CNR9659819""",Cancelled by Customer,"""CID5653812""",Go Mini,Huda City Centre,Hauz Rani,BOOKING_CREATED,2024-01-20 21:15:24,,,,,,,,,
"""CNR9659819""",Cancelled by Customer,"""CID5653812""",Go Mini,Huda City Centre,Hauz Rani,DRIVER_ASSIGNED,2024-01-20 21:23:54,,,,,,,,,
"""CNR9659819""",Cancelled by Customer,"""CID5653812""",Go Mini,Huda City Centre,Hauz Rani,RIDE_CANCELLED_BY_CUSTOMER,2024-01-20 21:29:23,,,,,,Customer,Driver asked to cancel,,
"""CNR6574173""",Cancelled by Customer,"""CID6454968""",Go Sedan,Gurgaon Sector 29,Kherki Daula Toll,BOOKING_CREATED,2024-07-28 09:55:49,,,,,,,,,
"""CNR6574173""",Cancelled by Customer,"""CID6454968""",Go Sedan,Gurgaon Sector 29,Kherki Daula Toll,DRIVER_ASSIGNED,2024-07-28 10:04:31,,,,,,,,,
"""CNR6574173""",Cancelled by Customer,"""CID6454968""",Go Sedan,Gurgaon Sector 29,Kherki Daula Toll,RIDE_CANCELLED_BY_CUSTOMER,2024-07-28 10:11:15,,,,,,Customer,Driver asked to cancel,,
"""CNR2514823""",Cancelled by Customer,"""CID8542583""",Auto,Laxmi Nagar,Lok Kalyan Marg,BOOKING_CREATED,2024-03-05 13:01:21,,,,,,,,,
"""CNR2514823""",Cancelled by Customer,"""CID8542583""",Auto,Laxmi Nagar,Lok Kalyan Marg,DRIVER_ASSIGNED,2024-03-05 13:14:39,,,,,,,,,
"""CNR2514823""",Cancelled by Customer,"""CID8542583""",Auto,Laxmi Nagar,Lok Kalyan Marg,RIDE_CANCELLED_BY_CUSTOMER,2024-03-05 13:24:50,,,,,,Customer,Driver asked to cancel,,
"""CNR5929425""",Cancelled by Customer,"""CID8229428""",Auto,Noida Sector 62,Jhilmil,BOOKING_CREATED,2024-03-04 18:44:28,,,,,,,,,
"""CNR5929425""",Cancelled by Customer,"""CID8229428""",Auto,Noida Sector 62,Jhilmil,DRIVER_ASSIGNED,2024-03-04 18:58:34,,,,,,,,,
"""CNR5929425""",Cancelled by Customer,"""CID8229428""",Auto,Noida Sector 62,Jhilmil,RIDE_CANCELLED_BY_CUSTOMER,2024-03-04 19:01:41,,,,,,Customer,Driver asked to cancel,,
"""CNR4239039""",Cancelled by Customer,"""CID5633622""",Premier Sedan,Ghitorni,Chhatarpur,BOOKING_CREATED,2024-10-21 06:06:08,,,,,,,,,
"""CNR4239039""",Cancelled by Customer,"""CID5633622""",Premier Sedan,Ghitorni,Chhatarpur,DRIVER_ASSIGNED,2024-10-21 06:21:02,,,,,,,,,
"""CNR4239039""",Cancelled by Customer,"""CID5633622""",Premier Sedan,Ghitorni,Chhatarpur,RIDE_CANCELLED_BY_CUSTOMER,2024-10-21 06:27:00,,,,,,Customer,AC is not working,,
"""CNR8185605""",Cancelled by Customer,"""CID9816010""",Go Sedan,IFFCO Chowk,Sultanpur,BOOKING_CREATED,2024-07-28 20:08:07,,,,,,,,,
"""CNR8185605""",Cancelled by Customer,"""CID9816010""",Go Sedan,IFFCO Chowk,Sultanpur,DRIVER_ASSIGNED,2024-07-28 20:25:01,,,,,,,,,
"""CNR8185605""",Cancelled by Customer,"""CID9816010""",Go Sedan,IFFCO Chowk,Sultanpur,RIDE_CANCELLED_BY_CUSTOMER,2024-07-28 20:37:29,,,,,,Customer,Change of plans,,
"""CNR1672620""",Cancelled by Customer,"""CID9094427""",Go Mini,Jahangirpuri,Cyber Hub,BOOKING_CREATED,2024-07-06 19:41:22,,,,,,,,,
"""CNR1672620""",Cancelled by Customer,"""CID9094427""",Go Mini,Jahangirpuri,Cyber Hub,DRIVER_ASSIGNED,2024-07-06 19:57:34,,,,,,,,,
"""CNR1672620""",Cancelled by Customer,"""CID9094427""",Go Mini,Jahangirpuri,Cyber Hub,RIDE_CANCELLED_BY_CUSTOMER,2024-07-06 20:05:01,,,,,,Customer,Change of plans,,
"""CNR2229358""",Cancelled by Customer,"""CID7586583""",Premier Sedan,Pragati Maidan,Subhash Chowk,BOOKING_CREATED,2024-03-07 12:34:46,,,,,,,,,
"""CNR2229358""",Cancelled by Customer,"""CID7586583""",Premier Sedan,Pragati Maidan,Subhash Chowk,DRIVER_ASSIGNED,2024-03-07 12:40:52,,,,,,,,,
"""CNR2229358""",Cancelled by Customer,"""CID7586583""",Premier Sedan,Pragati Maidan,Subhash Chowk,RIDE_CANCELLED_BY_CUSTOMER,2024-03-07 12:47:52,,,,,,Customer,Wrong Address,,
"""CNR6647107""",Cancelled by Customer,"""CID7253416""",Auto,Greater Kailash,Kashmere Gate ISBT,BOOKING_CREATED,2024-04-15 12:25:23,,,,,,,,,
"""CNR6647107""",Cancelled by Customer,"""CID7253416""",Auto,Greater Kailash,Kashmere Gate ISBT,DRIVER_ASSIGNED,2024-04-15 12:34:53,,,,,,,,,
"""CNR6647107""",Cancelled by Customer,"""CID7253416""",Auto,Greater Kailash,Kashmere Gate ISBT,RIDE_CANCELLED_BY_CUSTOMER,2024-04-15 12:46:19,,,,,,Customer,Driver asked to cancel,,
"""CNR8726920""",Cancelled by Customer,"""CID1004784""",Premier Sedan,Mansarovar Park,Central Secretariat,BOOKING_CREATED,2024-02-05 19:48:28,,,,,,,,,
"""CNR8726920""",Cancelled by Customer,"""CID1004784""",Premier Sedan,Mansarovar Park,Central Secretariat,DRIVER_ASSIGNED,2024-02-05 19:54:46,,,,,,,,,
"""CNR8726920""",Cancelled by Customer,"""CID1004784""",Premier Sedan,Mansarovar Park,Central Secretariat,RIDE_CANCELLED_BY_CUSTOMER,2024-02-05 19:58:38,,,,,,Customer,Wrong Address,,
"""CNR9755184""",Cancelled by Customer,"""CID3811968""",Go Sedan,India Gate,Gwal Pahari,BOOKING_CREATED,2024-10-16 15:34:07,,,,,,,,,
"""CNR9755184""",Cancelled by Customer,"""CID3811968""",Go Sedan,India Gate,Gwal Pahari,DRIVER_ASSIGNED,2024-10-16 15:39:13,,,,,,,,,
"""CNR9755184""",Cancelled by Customer,"""CID3811968""",Go Sedan,India Gate,Gwal Pahari,RIDE_CANCELLED_BY_CUSTOMER,2024-10-16 15:47:46,,,,,,Customer,Wrong Address,,
"""CNR7934360""",Cancelled by Customer,"""CID7563867""",Bike,Malviya Nagar,Dwarka Mor,BOOKING_CREATED,2024-01-15 09:20:39,,,,,,,,,
"""CNR7934360""",Cancelled by Customer,"""CID7563867""",Bike,Malviya Nagar,Dwarka Mor,DRIVER_ASSIGNED,2024-01-15 09:39:51,,,,,,,,,
"""CNR7934360""",Cancelled by Customer,"""CID7563867""",Bike,Malviya Nagar,Dwarka Mor,RIDE_CANCELLED_BY_CUSTOMER,2024-01-15 09:47:58,,,,,,Customer,Driver asked to cancel,,
"""CNR1105649""",Cancelled by Customer,"""CID2416362""",Go Sedan,Mundka,Maidan Garhi,BOOKING_CREATED,2024-07-31 20:46:08,,,,,,,,,
"""CNR1105649""",Cancelled by Customer,"""CID2416362""",Go Sedan,Mundka,Maidan Garhi,DRIVER_ASSIGNED,2024-07-31 21:04:08,,,,,,,,,
"""CNR1105649""",Cancelled by Customer,"""CID2416362""",Go Sedan,Mundka,Maidan Garhi,RIDE_CANCELLED_BY_CUSTOMER,2024-07-31 21:15:25,,,,,,Customer,Change of plans,,
"""CNR2270165""",Cancelled by Customer,"""CID1036906""",Go Sedan,Greater Kailash,Lok Kalyan Marg,BOOKING_CREATED,2024-04-26 14:38:13,,,,,,,,,
"""CNR2270165""",Cancelled by Customer,"""CID1036906""",Go Sedan,Greater Kailash,Lok Kalyan Marg,DRIVER_ASSIGNED,2024-04-26 14:49:37,,,,,,,,,
"""CNR2270165""",Cancelled by Customer,"""CID1036906""",Go Sedan,Greater Kailash,Lok Kalyan Marg,RIDE_CANCELLED_BY_CUSTOMER,2024-04-26 15:02:48,,,,,,Customer,Driver asked to cancel,,
"""CNR3404014""",Cancelled by Customer,"""CID5570791""",Auto,Sarai Kale Khan,Raj Nagar Extension,BOOKING_CREATED,2024-10-20 20:40:00,,,,,,,,,
"""CNR3404014""",Cancelled by Customer,"""CID5570791""",Auto,Sarai Kale Khan,Raj Nagar Extension,DRIVER_ASSIGNED,2024-10-20 20:47:36,,,,,,,,,
"""CNR3404014""",Cancelled by Customer,"""CID5570791""",Auto,Sarai Kale Khan,Raj Nagar Extension,RIDE_CANCELLED_BY_CUSTOMER,2024-10-20 21:00:41,,,,,,Customer,Driver is not moving towards pickup location,,
"""CNR8788210""",Cancelled by Customer,"""CID5582299""",Go Sedan,Ashram,New Colony,BOOKING_CREATED,2024-02-28 15:11:55,,,,,,,,,
"""CNR8788210""",Cancelled by Customer,"""CID5582299""",Go Sedan,Ashram,New Colony,DRIVER_ASSIGNED,2024-02-28 15:18:25,,,,,,,,,
"""CNR8788210""",Cancelled by Customer,"""CID5582299""",Go Sedan,Ashram,New Colony,RIDE_CANCELLED_BY_CUSTOMER,2024-02-28 15:26:24,,,,,,Customer,Change of plans,,
"""CNR8410773""",Cancelled by Customer,"""CID5525050""",Auto,Adarsh Nagar,Botanical Garden,BOOKING_CREATED,2024-12-23 18:19:48,,,,,,,,,
"""CNR8410773""",Cancelled by Customer,"""CID5525050""",Auto,Adarsh Nagar,Botanical Garden,DRIVER_ASSIGNED,2024-12-23 18:30:42,,,,,,,,,
"""CNR8410773""",Cancelled by Customer,"""CID5525050""",Auto,Adarsh Nagar,Botanical Garden,RIDE_CANCELLED_BY_CUSTOMER,2024-12-23 18:42:14,,,,,,Customer,Wrong Address,,
"""CNR5062372""",Cancelled by Customer,"""CID4198911""",Go Mini,Peeragarhi,IIT Delhi,BOOKING_CREATED,2024-11-12 19:38:43,,,,,,,,,
"""CNR5062372""",Cancelled by Customer,"""CID4198911""",Go Mini,Peeragarhi,IIT Delhi,DRIVER_ASSIGNED,2024-11-12 19:48:31,,,,,,,,,
"""CNR5062372""",Cancelled by Customer,"""CID4198911""",Go Mini,Peeragarhi,IIT Delhi,RIDE_CANCELLED_BY_CUSTOMER,2024-11-12 19:50:22,,,,,,Customer,AC is not working,,
"""CNR8163591""",Cancelled by Customer,"""CID2960805""",Go Sedan,Lok Kalyan Marg,New Colony,BOOKING_CREATED,2024-07-21 18:19:54,,,,,,,,,
"""CNR8163591""",Cancelled by Customer,"""CID2960805""",Go Sedan,Lok Kalyan Marg,New Colony,DRIVER_ASSIGNED,2024-07-21 18:29:00,,,,,,,,,
"""CNR8163591""",Cancelled by Customer,"""CID2960805""",Go Sedan,Lok Kalyan Marg,New Colony,RIDE_CANCELLED_BY_CUSTOMER,2024-07-21 18:30:27,,,,,,Customer,Driver is not moving towards pickup location,,
"""CNR5984068""",Cancelled by Customer,"""CID4463716""",Go Mini,Paharganj,Vishwavidyalaya,BOOKING_CREATED,2024-08-04 11:31:48,,,,,,,,,
"""CNR5984068""",Cancelled by Customer,"""CID4463716""",Go Mini,Paharganj,Vishwavidyalaya,DRIVER_ASSIGNED,2024-08-04 11:44:30,,,,,,,,,
"""CNR5984068""",Cancelled by Customer,"""CID4463716""",Go Mini,Paharganj,Vishwavidyalaya,RIDE_CANCELLED_BY_CUSTOMER,2024-08-04 11:51:09,,,,,,Customer,AC is not working,,
"""CNR5009691""",Cancelled by Customer,"""CID2286725""",Bike,Khandsa,Paharganj,BOOKING_CREATED,2024-12-05 08:32:00,,,,,,,,,
"""CNR5009691""",Cancelled by Customer,"""CID2286725""",Bike,Khandsa,Paharganj,DRIVER_ASSIGNED,2024-12-05 08:45:00,,,,,,,,,
"""CNR5009691""",Cancelled by Customer,"""CID2286725""",Bike,Khandsa,Paharganj,RIDE_CANCELLED_BY_CUSTOMER,2024-12-05 08:57:14,,,,,,Customer,Wrong Address,,
"""CNR1152211""",Cancelled by Customer,"""CID5831862""",Go Mini,Hauz Rani,Kirti Nagar,BOOKING_CREATED,2024-01-28 15:15:23,,,,,,,,,
"""CNR1152211""",Cancelled by Customer,"""CID5831862""",Go Mini,Hauz Rani,Kirti Nagar,DRIVER_ASSIGNED,2024-01-28 15:23:05,,,,,,,,,
"""CNR1152211""",Cancelled by Customer,"""CID5831862""",Go Mini,Hauz Rani,Kirti Nagar,RIDE_CANCELLED_BY_CUSTOMER,2024-01-28 15:33:36,,,,,,Customer,Wrong Address,,
"""CNR1519687""",Cancelled by Customer,"""CID5319443""",Premier Sedan,Vishwavidyalaya,Tagore Garden,BOOKING_CREATED,2024-09-29 17:14:55,,,,,,,,,
"""CNR1519687""",Cancelled by Customer,"""CID5319443""",Premier Sedan,Vishwavidyalaya,Tagore Garden,DRIVER_ASSIGNED,2024-09-29 17:34:55,,,,,,,,,
"""CNR1519687""",Cancelled by Customer,"""CID5319443""",Premier Sedan,Vishwavidyalaya,Tagore Garden,RIDE_CANCELLED_BY_CUSTOMER,2024-09-29 17:49:29,,,,,,Customer,Change of plans,,
"""CNR7634326""",Cancelled by Customer,"""CID9472411""",Bike,Mehrauli,AIIMS,BOOKING_CREATED,2024-12-05 18:34:10,,,,,,,,,
"""CNR7634326""",Cancelled by Customer,"""CID9472411""",Bike,Mehrauli,AIIMS,DRIVER_ASSIGNED,2024-12-05 18:44:04,,,,,,,,,
"""CNR7634326""",Cancelled by Customer,"""CID9472411""",Bike,Mehrauli,AIIMS,RIDE_CANCELLED_BY_CUSTOMER,2024-12-05 18:45:37,,,,,,Customer,Driver is not moving towards pickup location,,
"""CNR7596432""",Cancelled by Customer,"""CID7432968""",Go Mini,Vaishali,Tis Hazari,BOOKING_CREATED,2024-02-04 16:02:17,,,,,,,,,
"""CNR7596432""",Cancelled by Customer,"""CID7432968""",Go Mini,Vaishali,Tis Hazari,DRIVER_ASSIGNED,2024-02-04 16:19:53,,,,,,,,,
"""CNR7596432""",Cancelled by Customer,"""CID7432968""",Go Mini,Vaishali,Tis Hazari,RIDE_CANCELLED_BY_CUSTOMER,2024-02-04 16:32:25,,,,,,Customer,Wrong Address,,
"""CNR8967861""",Cancelled by Customer,"""CID3540282""",Premier Sedan,Sohna Road,Nehru Place,BOOKING_CREATED,2024-09-14 15:45:33,,,,,,,,,
"""CNR8967861""",Cancelled by Customer,"""CID3540282""",Premier Sedan,Sohna Road,Nehru Place,DRIVER_ASSIGNED,2024-09-14 15:56:09,,,,,,,,,
"""CNR8967861""",Cancelled by Customer,"""CID3540282""",Premier Sedan,Sohna Road,Nehru Place,RIDE_CANCELLED_BY_CUSTOMER,2024-09-14 16:07:14,,,,,,Customer,Driver is not moving towards pickup location,,
"""CNR8974635""",Cancelled by Customer,"""CID8044093""",Premier Sedan,Madipur,Tilak Nagar,BOOKING_CREATED,2024-05-17 21:13:55,,,,,,,,,
"""CNR8974635""",Cancelled by Customer,"""CID8044093""",Premier Sedan,Madipur,Tilak Nagar,DRIVER_ASSIGNED,2024-05-17 21:28:01,,,,,,,,,
"""CNR8974635""",Cancelled by Customer,"""CID8044093""",Premier Sedan,Madipur,Tilak Nagar,RIDE_CANCELLED_BY_CUSTOMER,2024-05-17 21:32:42,,,,,,Customer,Change of plans,,
"""CNR5387110""",Cancelled by Customer,"""CID6918354""",Go Mini,Anand Vihar ISBT,IGI Airport,BOOKING_CREATED,2024-05-15 20:19:22,,,,,,,,,
"""CNR5387110""",Cancelled by Customer,"""CID6918354""",Go Mini,Anand Vihar ISBT,IGI Airport,DRIVER_ASSIGNED,2024-05-15 20:35:04,,,,,,,,,
"""CNR5387110""",Cancelled by Customer,"""CID6918354""",Go Mini,Anand Vihar ISBT,IGI Airport,RIDE_CANCELLED_BY_CUSTOMER,2024-05-15 20:37:50,,,,,,Customer,AC is not working,,
"""CNR1334676""",Cancelled by Customer,"""CID6137231""",Bike,Govindpuri,Uttam Nagar,BOOKING_CREATED,2024-03-18 10:56:23,,,,,,,,,
"""CNR1334676""",Cancelled by Customer,"""CID6137231""",Bike,Govindpuri,Uttam Nagar,DRIVER_ASSIGNED,2024-03-18 11:06:23,,,,,,,,,
"""CNR1334676""",Cancelled by Customer,"""CID6137231""",Bike,Govindpuri,Uttam Nagar,RIDE_CANCELLED_BY_CUSTOMER,2024-03-18 11:11:23,,,,,,Customer,Driver is not moving towards pickup location,,
"""CNR1402875""",Cancelled by Customer,"""CID6416624""",Auto,IMT Manesar,Narsinghpur,BOOKING_CREATED,2024-01-19 20:47:33,,,,,,,,,
