Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Event Type,Event Time,Ride Distance,Booking Value,Payment Method,Driver Ratings,Customer Rating,Cancelled by,Cancellation Reason,Incomplete Rides,Incomplete Rides Reason
"""CNR6204326""",Cancelled by Driver,"""CID9419495""",Auto,Mandi House,India Gate,DRIVER_ASSIGNED,2024-12-22 11:04:26,,,,,,,,,
"""CNR6204326""",Cancelled by Driver,"""CID9419495""",Auto,Mandi House,India Gate,RIDE_CANCELLED_BY_DRIVER,2024-12-22 11:17:20,,,,,,Driver,Personal & Car related issues,,
"""CNR5793527""",Cancelled by Driver,"""CID5705499""",Premier Sedan,Anand Vihar ISBT,Rohini,BOOKING_CREATED,2024-08-15 18:40:03,,,,,,,,,
"""CNR5793527""",Cancelled by Driver,"""CID5705499""",Premier Sedan,Anand Vihar ISBT,Rohini,DRIVER_ASSIGNED,2024-08-15 18:43:15,,,,,,,,,
"""CNR5793527""",Cancelled by Driver,"""CID5705499""",Premier Sedan,Anand Vihar ISBT,Rohini,RIDE_CANCELLED_BY_DRIVER,2024-08-15 18:46:30,,,,,,Driver,Personal & Car related issues,,
"""CNR5266935""",Cancelled by Driver,"""CID2831708""",Premier Sedan,Bahadurgarh,Pataudi Chowk,BOOKING_CREATED,2024-09-26 11:33:51,,,,,,,,,
"""CNR5266935""",Cancelled by Driver,"""CID2831708""",Premier Sedan,Bahadurgarh,Pataudi Chowk,DRIVER_ASSIGNED,2024-09-26 11:37:45,,,,,,,,,
"""CNR5266935""",Cancelled by Driver,"""CID2831708""",Premier Sedan,Bahadurgarh,Pataudi Chowk,RIDE_CANCELLED_BY_DRIVER,2024-09-26 11:46:07,,,,,,Driver,More than permitted people in there,,
"""CNR5444321""",Cancelled by Driver,"""CID3326946""",Bike,Sushant Lok,Noida Sector 62,BOOKING_CREATED,2024-03-31 12:37:12,,,,,,,,,
"""CNR5444321""",Cancelled by Driver,"""CID3326946""",Bike,Sushant Lok,Noida Sector 62,DRIVER_ASSIGNED,2024-03-31 12:43:30,,,,,,,,,
"""CNR5444321""",Cancelled by Driver,"""CID3326946""",Bike,Sushant Lok,Noida Sector 62,RIDE_CANCELLED_BY_DRIVER,2024-03-31 12:53:58,,,,,,Driver,The customer was coughing/sick,,
"""CNR3274519""",Cancelled by Driver,"""CID3829804""",eBike,Chhatarpur,Gurgaon Sector 29,BOOKING_CREATED,2024-10-30 16:29:36,,,,,,,,,
"""CNR3274519""",Cancelled by Driver,"""CID3829804""",eBike,Chhatarpur,Gurgaon Sector 29,DRIVER_ASSIGNED,2024-10-30 16:35:36,,,,,,,,,
"""CNR3274519""",Cancelled by Driver,"""CID3829804""",eBike,Chhatarpur,Gurgaon Sector 29,RIDE_CANCELLED_BY_DRIVER,2024-10-30 16:42:32,,,,,,Driver,More than permitted people in there,,
"""CNR9139265""",Cancelled by Driver,"""CID4003339""",Bike,Jhilmil,DLF Phase 3,BOOKING_CREATED,2024-03-28 19:20:01,,,,,,,,,
"""CNR9139265""",Cancelled by Driver,"""CID4003339""",Bike,Jhilmil,DLF Phase 3,DRIVER_ASSIGNED,2024-03-28 19:29:55,,,,,,,,,
"""CNR9139265""",Cancelled by Driver,"""CID4003339""",Bike,Jhilmil,DLF Phase 3,RIDE_CANCELLED_BY_DRIVER,2024-03-28 19:44:51,,,,,,Driver,Personal & Car related issues,,
"""CNR3449107""",Cancelled by Driver,"""CID8684841""",Auto,Sarai Kale Khan,Central Secretariat,BOOKING_CREATED,2024-03-30 13:55:19,,,,,,,,,
"""CNR3449107""",Cancelled by Driver,"""CID8684841""",Auto,Sarai Kale Khan,Central Secretariat,DRIVER_ASSIGNED,2024-03-30 14:03:25,,,,,,,,,
"""CNR3449107""",Cancelled by Driver,"""CID8684841""",Auto,Sarai Kale Khan,Central Secretariat,RIDE_CANCELLED_BY_DRIVER,2024-03-30 14:15:47,,,,,,Driver,Personal & Car related issues,,
"""CNR3712671""",Cancelled by Driver,"""CID5160108""",eBike,Mayur Vihar,Vidhan Sabha,BOOKING_CREATED,2024-06-28 10:22:29,,,,,,,,,
"""CNR3712671""",Cancelled by Driver,"""CID5160108""",eBike,Mayur Vihar,Vidhan Sabha,DRIVER_ASSIGNED,2024-06-28 10:34:23,,,,,,,,,
"""CNR3712671""",Cancelled by Driver,"""CID5160108""",eBike,Mayur Vihar,Vidhan Sabha,RIDE_CANCELLED_BY_DRIVER,2024-06-28 10:38:19,,,,,,Driver,The customer was coughing/sick,,
"""CNR7677229""",Cancelled by Driver,"""CID8986725""",Auto,Jhilmil,Vidhan Sabha,BOOKING_CREATED,2024-07-31 17:07:36,,,,,,,,,
"""CNR7677229""",Cancelled by Driver,"""CID8986725""",Auto,Jhilmil,Vidhan Sabha,DRIVER_ASSIGNED,2024-07-31 17:16:06,,,,,,,,,
"""CNR7677229""",Cancelled by Driver,"""CID8986725""",Auto,Jhilmil,Vidhan Sabha,RIDE_CANCELLED_BY_DRIVER,2024-07-31 17:30:21,,,,,,Driver,The customer was coughing/sick,,
"""CNR2013487""",Cancelled by Driver,"""CID4175153""",Auto,Bahadurgarh,Pragati Maidan,BOOKING_CREATED,2024-08-17 12:35:03,,,,,,,,,
"""CNR2013487""",Cancelled by Driver,"""CID4175153""",Auto,Bahadurgarh,Pragati Maidan,DRIVER_ASSIGNED,2024-08-17 12:42:45,,,,,,,,,
"""CNR2013487""",Cancelled by Driver,"""CID4175153""",Auto,Bahadurgarh,Pragati Maidan,RIDE_CANCELLED_BY_DRIVER,2024-08-17 12:54:54,,,,,,Driver,Customer related issue,,
"""CNR8584951""",Cancelled by Driver,"""CID2820460""",Go Mini,Malviya Nagar,Lajpat Nagar,BOOKING_CREATED,2024-10-23 10:50:53,,,,,,,,,
"""CNR8584951""",Cancelled by Driver,"""CID2820460""",Go Mini,Malviya Nagar,Lajpat Nagar,DRIVER_ASSIGNED,2024-10-23 10:54:47,,,,,,,,,
"""CNR8584951""",Cancelled by Driver,"""CID2820460""",Go Mini,Malviya Nagar,Lajpat Nagar,RIDE_CANCELLED_BY_DRIVER,2024-10-23 10:55:08,,,,,,Driver,More than permitted people in there,,
"""CNR2575334""",Cancelled by Driver,"""CID7330180""",Bike,Ghitorni Village,Faridabad Sector 15,BOOKING_CREATED,2024-02-13 06:11:32,,,,,,,,,
"""CNR2575334""",Cancelled by Driver,"""CID7330180""",Bike,Ghitorni Village,Faridabad Sector 15,DRIVER_ASSIGNED,2024-02-13 06:17:44,,,,,,,,,
"""CNR2575334""",Cancelled by Driver,"""CID7330180""",Bike,Ghitorni Village,Faridabad Sector 15,RIDE_CANCELLED_BY_DRIVER,2024-02-13 06:20:27,,,,,,Driver,The customer was coughing/sick,,
"""CNR7311169""",Cancelled by Driver,"""CID2529885""",eBike,Noida Film City,Vasant Kunj,BOOKING_CREATED,2024-11-18 16:38:12,,,,,,,,,
"""CNR7311169""",Cancelled by Driver,"""CID2529885""",eBike,Noida Film City,Vasant Kunj,DRIVER_ASSIGNED,2024-11-18 16:45:24,,,,,,,,,
"""CNR7311169""",Cancelled by Driver,"""CID2529885""",eBike,Noida Film City,Vasant Kunj,RIDE_CANCELLED_BY_DRIVER,2024-11-18 16:59:44,,,,,,Driver,Personal & Car related issues,,
"""CNR4259279""",Cancelled by Driver,"""CID7993999""",eBike,Jor Bagh,Golf Course Road,BOOKING_CREATED,2024-01-12 09:19:16,,,,,,,,,
"""CNR4259279""",Cancelled by Driver,"""CID7993999""",eBike,Jor Bagh,Golf Course Road,DRIVER_ASSIGNED,2024-01-12 09:30:52,,,,,,,,,
"""CNR4259279""",Cancelled by Driver,"""CID7993999""",eBike,Jor Bagh,Golf Course Road,RIDE_CANCELLED_BY_DRIVER,2024-01-12 09:43:42,,,,,,Driver,The customer was coughing/sick,,
"""CNR9984761""",Cancelled by Driver,"""CID1201304""",Go Sedan,Saket,Old Gurgaon,BOOKING_CREATED,2024-01-04 06:58:58,,,,,,,,,
"""CNR9984761""",Cancelled by Driver,"""CID1201304""",Go Sedan,Saket,Old Gurgaon,DRIVER_ASSIGNED,2024-01-04 07:02:16,,,,,,,,,
"""CNR9984761""",Cancelled by Driver,"""CID1201304""",Go Sedan,Saket,Old Gurgaon,RIDE_CANCELLED_BY_DRIVER,2024-01-04 07:03:51,,,,,,Driver,More than permitted people in there,,
"""CNR5939223""",Cancelled by Driver,"""CID1109267""",Go Sedan,Basai Dhankot,Mandi House,BOOKING_CREATED,2024-07-01 18:52:02,,,,,,,,,
"""CNR5939223""",Cancelled by Driver,"""CID1109267""",Go Sedan,Basai Dhankot,Mandi House,DRIVER_ASSIGNED,2024-07-01 18:57:50,,,,,,,,,
"""CNR5939223""",Cancelled by Driver,"""CID1109267""",Go Sedan,Basai Dhankot,Mandi House,RIDE_CANCELLED_BY_DRIVER,2024-07-01 19:08:21,,,,,,Driver,The customer was coughing/sick,,
"""CNR7645307""",Cancelled by Driver,"""CID6238168""",Go Sedan,Jor Bagh,Sadar Bazar Gurgaon,BOOKING_CREATED,2024-11-05 17:11:41,,,,,,,,,
"""CNR7645307""",Cancelled by Driver,"""CID6238168""",Go Sedan,Jor Bagh,Sadar Bazar Gurgaon,DRIVER_ASSIGNED,2024-11-05 17:19:41,,,,,,,,,
"""CNR7645307""",Cancelled by Driver,"""CID6238168""",Go Sedan,Jor Bagh,Sadar Bazar Gurgaon,RIDE_CANCELLED_BY_DRIVER,2024-11-05 17:27:06,,,,,,Driver,Customer related issue,,
"""CNR3191144""",Cancelled by Driver,"""CID5636263""",Bike,Ashram,Bhiwadi,BOOKING_CREATED,2024-02-22 22:48:26,,,,,,,,,
"""CNR3191144""",Cancelled by Driver,"""CID5636263""",Bike,Ashram,Bhiwadi,DRIVER_ASSIGNED,2024-02-22 22:59:32,,,,,,,,,
"""CNR3191144""",Cancelled by Driver,"""CID5636263""",Bike,Ashram,Bhiwadi,RIDE_CANCELLED_BY_DRIVER,2024-02-22 23:10:05,,,,,,Driver,Customer related issue,,
"""CNR6216825""",Cancelled by Driver,"""CID3685295""",Go Sedan,Vishwavidyalaya,Bhikaji Cama Place,BOOKING_CREATED,2024-11-10 09:58:14,,,,,,,,,
"""CNR6216825""",Cancelled by Driver,"""CID3685295""",Go Sedan,Vishwavidyalaya,Bhikaji Cama Place,DRIVER_ASSIGNED,2024-11-10 10:07:38,,,,,,,,,
"""CNR6216825""",Cancelled by Driver,"""CID3685295""",Go Sedan,Vishwavidyalaya,Bhikaji Cama Place,RIDE_CANCELLED_BY_DRIVER,2024-11-10 10:17:32,,,,,,Driver,More than permitted people in there,,
"""CNR8412946""",Cancelled by Driver,"""CID7723858""",Go Mini,Nawada,Hero Honda Chowk,BOOKING_CREATED,2024-07-12 16:39:57,,,,,,,,,
"""CNR8412946""",Cancelled by Driver,"""CID7723858""",Go Mini,Nawada,Hero Honda Chowk,DRIVER_ASSIGNED,2024-07-12 16:48:09,,,,,,,,,
"""CNR8412946""",Cancelled by Driver,"""CID7723858""",Go Mini,Nawada,Hero Honda Chowk,RIDE_CANCELLED_BY_DRIVER,2024-07-12 16:49:28,,,,,,Driver,The customer was coughing/sick,,
"""CNR7435840""",Cancelled by Driver,"""CID9084957""",Auto,Nawada,Pulbangash,BOOKING_CREATED,2024-12-02 20:04:25,,,,,,,,,
"""CNR7435840""",Cancelled by Driver,"""CID9084957""",Auto,Nawada,Pulbangash,DRIVER_ASSIGNED,2024-12-02 20:15:43,,,,,,,,,
"""CNR7435840""",Cancelled by Driver,"""CID9084957""",Auto,Nawada,Pulbangash,RIDE_CANCELLED_BY_DRIVER,2024-12-02 20:26:20,,,,,,Driver,Personal & Car related issues,,
"""CNR8577529""",Cancelled by Driver,"""CID8121948""",Auto,Punjabi Bagh,Badshahpur,BOOKING_CREATED,2024-08-08 14:29:16,,,,,,,,,
"""CNR8577529""",Cancelled by Driver,"""CID8121948""",Auto,Punjabi Bagh,Badshahpur,DRIVER_ASSIGNED,2024-08-08 14:36:10,,,,,,,,,
"""CNR8577529""",Cancelled by Driver,"""CID8121948""",Auto,Punjabi Bagh,Badshahpur,RIDE_CANCELLED_BY_DRIVER,2024-08-08 14:50:47,,,,,,Driver,More than permitted people in there,,
"""CNR1801249""",Cancelled by Driver,"""CID2012161""",Go Sedan,Satguru Ram Singh Marg,Kashmere Gate,BOOKING_CREATED,2024-06-14 16:59:15,,,,,,,,,
"""CNR1801249""",Cancelled by Driver,"""CID2012161""",Go Sedan,Satguru Ram Singh Marg,Kashmere Gate,DRIVER_ASSIGNED,2024-06-14 17:03:09,,,,,,,,,
"""CNR1801249""",Cancelled by Driver,"""CID2012161""",Go Sedan,Satguru Ram Singh Marg,Kashmere Gate,RIDE_CANCELLED_BY_DRIVER,2024-06-14 17:12:54,,,,,,Driver,Customer related issue,,
"""CNR2395349""",Cancelled by Driver,"""CID3389825""",Auto,Vatika Chowk,Pulbangash,BOOKING_CREATED,2024-04-26 18:49:22,,,,,,,,,
"""CNR2395349""",Cancelled by Driver,"""CID3389825""",Auto,Vatika Chowk,Pulbangash,DRIVER_ASSIGNED,2024-04-26 18:58:40,,,,,,,,,
"""CNR2395349""",Cancelled by Driver,"""CID3389825""",Auto,Vatika Chowk,Pulbangash,RIDE_CANCELLED_BY_DRIVER,2024-04-26 19:11:38,,,,,,Driver,More than permitted people in there,,
"""CNR6569789""",Cancelled by Driver,"""CID3372949""",Go Mini,Pataudi Chowk,Meerut,BOOKING_CREATED,2024-12-22 09:03:55,,,,,,,,,
"""CNR6569789""",Cancelled by Driver,"""CID3372949""",Go Mini,Pataudi Chowk,Meerut,DRIVER_ASSIGNED,2024-12-22 09:10:25,,,,,,,,,
"""CNR6569789""",Cancelled by Driver,"""CID3372949""",Go Mini,Pataudi Chowk,Meerut,RIDE_CANCELLED_BY_DRIVER,2024-12-22 09:23:49,,,,,,Driver,Customer related issue,,
"""CNR3649243""",Cancelled by Driver,"""CID2049171""",Go Mini,Meerut,Vasant Kunj,BOOKING_CREATED,2024-03-07 10:59:58,,,,,,,,,
"""CNR3649243""",Cancelled by Driver,"""CID2049171""",Go Mini,Meerut,Vasant Kunj,DRIVER_ASSIGNED,2024-03-07 11:10:10,,,,,,,,,
"""CNR3649243""",Cancelled by Driver,"""CID2049171""",Go Mini,Meerut,Vasant Kunj,RIDE_CANCELLED_BY_DRIVER,2024-03-07 11:17:30,,,,,,Driver,Personal & Car related issues,,
"""CNR7623737""",Cancelled by Driver,"""CID6954811""",eBike,Gurgaon Sector 56,Pragati Maidan,BOOKING_CREATED,2024-10-26 13:44:51,,,,,,,,,
"""CNR7623737""",Cancelled by Driver,"""CID6954811""",eBike,Gurgaon Sector 56,Pragati Maidan,DRIVER_ASSIGNED,2024-10-26 13:54:09,,,,,,,,,
"""CNR7623737""",Cancelled by Driver,"""CID6954811""",eBike,Gurgaon Sector 56,Pragati Maidan,RIDE_CANCELLED_BY_DRIVER,2024-10-26 14:07:17,,,,,,Driver,Customer related issue,,
"""CNR7372127""",Cancelled by Driver,"""CID2108992""",Go Mini,Udyog Bhawan,Civil Lines Gurgaon,BOOKING_CREATED,2024-12-25 05:04:40,,,,,,,,,
"""CNR7372127""",Cancelled by Driver,"""CID2108992""",Go Mini,Udyog Bhawan,Civil Lines Gurgaon,DRIVER_ASSIGNED,2024-12-25 05:16:28,,,,,,,,,
"""CNR7372127""",Cancelled by Driver,"""CID2108992""",Go Mini,Udyog Bhawan,Civil Lines Gurgaon,RIDE_CANCELLED_BY_DRIVER,2024-12-25 05:31:12,,,,,,Driver,Personal & Car related issues,,
"""CNR1675599""",Cancelled by Driver,"""CID9232923""",Auto,Saket A Block,Old Gurgaon,BOOKING_CREATED,2024-05-01 09:30:03,,,,,,,,,
"""CNR1675599""",Cancelled by Driver,"""CID9232923""",Auto,Saket A Block,Old Gurgaon,DRIVER_ASSIGNED,2024-05-01 09:38:15,,,,,,,,,
"""CNR1675599""",Cancelled by Driver,"""CID9232923""",Auto,Saket A Block,Old Gurgaon,RIDE_CANCELLED_BY_DRIVER,2024-05-01 09:38:52,,,,,,Driver,Personal & Car related issues,,
"""CNR1935772""",Cancelled by Driver,"""CID2909332""",Go Sedan,Central Secretariat,Janakpuri,BOOKING_CREATED,2024-01-12 18:48:40,,,,,,,,,
"""CNR1935772""",Cancelled by Driver,"""CID2909332""",Go Sedan,Central Secretariat,Janakpuri,DRIVER_ASSIGNED,2024-01-12 18:59:28,,,,,,,,,
"""CNR1935772""",Cancelled by Driver,"""CID2909332""",Go Sedan,Central Secretariat,Janakpuri,RIDE_CANCELLED_BY_DRIVER,2024-01-12 19:01:57,,,,,,Driver,The customer was coughing/sick,,
"""CNR6557966""",Cancelled by Driver,"""CID9646686""",Go Mini,Jasola,Rohini,BOOKING_CREATED,2024-05-14 14:17:08,,,,,,,,,
"""CNR6557966""",Cancelled by Driver,"""CID9646686""",Go Mini,Jasola,Rohini,DRIVER_ASSIGNED,2024-05-14 14:28:50,,,,,,,,,
"""CNR6557966""",Cancelled by Driver,"""CID9646686""",Go Mini,Jasola,Rohini,RIDE_CANCELLED_BY_DRIVER,2024-05-14 14:38:18,,,,,,Driver,More than permitted people in there,,
"""CNR4969264""",Cancelled by Driver,"""CID8159457""",Go Mini,Narsinghpur,Inderlok,BOOKING_CREATED,2024-07-27 21:55:25,,,,,,,,,
"""CNR4969264""",Cancelled by Driver,"""CID8159457""",Go Mini,Narsinghpur,Inderlok,DRIVER_ASSIGNED,2024-07-27 22:05:31,,,,,,,,,
"""CNR4969264""",Cancelled by Driver,"""CID8159457""",Go Mini,Narsinghpur,Inderlok,RIDE_CANCELLED_BY_DRIVER,2024-07-27 22:19:07,,,,,,Driver,Customer related issue,,
"""CNR7041241""",Cancelled by Driver,"""CID1368334""",Go Mini,Gwal Pahari,Rohini East,BOOKING_CREATED,2024-11-28 20:44:46,,,,,,,,,
"""CNR7041241""",Cancelled by Driver,"""CID1368334""",Go Mini,Gwal Pahari,Rohini East,DRIVER_ASSIGNED,2024-11-28 20:56:46,,,,,,,,,
"""CNR7041241""",Cancelled by Driver,"""CID1368334""",Go Mini,Gwal Pahari,Rohini East,RIDE_CANCELLED_BY_DRIVER,2024-11-28 21:05:52,,,,,,Driver,More than permitted people in there,,
"""CNR4263854""",Cancelled by Driver,"""CID3967495""",Go Sedan,Tughlakabad,Vidhan Sabha,BOOKING_CREATED,2024-02-18 18:57:12,,,,,,,,,
"""CNR4263854""",Cancelled by Driver,"""CID3967495""",Go Sedan,Tughlakabad,Vidhan Sabha,DRIVER_ASSIGNED,2024-02-18 19:05:48,,,,,,,,,
"""CNR4263854""",Cancelled by Driver,"""CID3967495""",Go Sedan,Tughlakabad,Vidhan Sabha,RIDE_CANCELLED_BY_DRIVER,2024-02-18 19:12:11,,,,,,Driver,Customer related issue,,
"""CNR8243301""",Cancelled by Driver,"""CID7666967""",Auto,IGI Airport,Civil Lines Gurgaon,BOOKING_CREATED,2024-08-13 13:22:10,,,,,,,,,
"""CNR8243301""",Cancelled by Driver,"""CID7666967""",Auto,IGI Airport,Civil Lines Gurgaon,DRIVER_ASSIGNED,2024-08-13 13:31:28,,,,,,,,,
